name,last_match_date,current_elo,peak_elo,selo_Clay,selo_Grass,selo_Hard,wr_Clay,wr_Grass,wr_Hard,overall_wr,form10_wr,form5_wr,streak,avg_rest_days,matches_28d
Arklon Huertas Del Pino,2023-02-03,1512.0275974674084,1512.0275974674084,1500.0,1500.0,1500.0,0.5,0.5,0.5,0.5454545454545454,0.5,0.5,1,30.0,1
Arthur Cazaux,2025-07-03,1512.3317152431996,1524.1100037139504,1465.6785268179854,1495.9605990220414,1520.8872777563968,0.375,0.4666666666666667,0.4666666666666667,0.4146341463414634,0.5,0.4,-1,20.419354838709676,2
Arthur Fery,2025-07-03,1490.2344696222895,1502.231948188944,1500.0,1482.503487270097,1500.0,0.5,0.42857142857142855,0.5,0.42857142857142855,0.25,0.25,-1,38.0,2
Arthur Fils,2025-07-31,1670.2501864687551,1704.9230423559932,1556.52233508221,1516.1939689260469,1598.9098573312847,0.5581395348837209,0.5238095238095238,0.5714285714285714,0.5702479338842975,0.5,0.4,-1,7.351351351351352,2
Arthur Rinderknech,2025-07-05,1572.6978315628794,1586.0382638608405,1492.3591882108294,1480.1678528114148,1533.8901180570026,0.48,0.4375,0.4953271028037383,0.47928994082840237,0.6,0.6,-1,8.786163522012579,3
Aslan Karatsev,2024-10-14,1514.8835136967202,1643.371174108486,1492.5320288719265,1473.0483461376114,1494.150707973497,0.4909090909090909,0.4090909090909091,0.514018691588785,0.49693251533742333,0.3,0.4,1,8.490196078431373,2
Attila Balazs,2023-08-28,1449.1610734701164,1488.0,1483.5065698430428,1492.25213329531,1479.748392722233,0.4166666666666667,0.45454545454545453,0.38461538461538464,0.3125,0.0,0.0,-6,42.0,1
August Holmgren,2025-07-05,1523.6279608087038,1528.0805634299595,1500.2383617526114,1511.5624820115427,1499.9234724503374,0.5,0.5384615384615384,0.5,0.5238095238095238,0.5,0.8,-1,31.272727272727273,3
Aziz Dougaz,2024-09-13,1527.1518226277667,1535.1564364034652,1500.520228484131,1500.0,1520.7299571350811,0.5,0.5,0.5714285714285714,0.5555555555555556,0.625,0.4,1,48.625,1
Aziz Ouakaa,2021-11-26,1500.0142917836072,1500.0142917836072,1509.0,1500.0,1490.7669153919285,0.5454545454545454,0.5,0.45454545454545453,0.5,0.5,0.5,1,45.0,1
Beibit Zhukayev,2025-07-01,1506.193056638256,1521.8160180483517,1500.0,1490.8637428667976,1505.2093484017385,0.5,0.45454545454545453,0.47368421052631576,0.45,0.4,0.4,-2,30.0,1
Ben Shelton,2025-08-08,1772.531456770004,1772.531456770004,1506.5398600638762,1527.9799760245592,1691.1166016007085,0.4838709677419355,0.5357142857142857,0.6190476190476191,0.5902777777777778,0.9,1.0,6,6.731343283582089,6
Benedict Badza,2024-02-03,1512.0,1512.0,1500.0,1500.0,1509.0,0.5,0.5,0.5454545454545454,0.5454545454545454,0.5,0.5,1,30.0,1
Benjamin Balleret,2024-09-14,1500.7581809271105,1500.7581809271105,1499.9917072967824,1500.0,1500.0,0.5,0.5,0.5,0.5,0.5,0.5,1,45.0,1
Benjamin Bonzi,2025-07-03,1530.5655876987632,1557.0579601500897,1451.3544772072057,1510.1461126869128,1514.1783614344015,0.34782608695652173,0.5172413793103449,0.45569620253164556,0.44144144144144143,0.6,0.8,-1,12.03960396039604,2
